time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-12-17T12:32:36.750Z,-31.1119,-68.3657,45.74,4.4,mb,,74,0.511,1.31,us,us100047wx,2016-03-12T02:29:14.040Z,"39km NNE of Albardon, Argentina",earthquake,7.4,8.4,0.13,24,reviewed,us,us
2015-12-17T06:55:57.000Z,-30.382,-71.682,25.1,4,mwr,,,,0.69,us,us100047v2,2016-03-12T02:29:14.040Z,"52km WNW of Ovalle, Chile",earthquake,7,5.3,0.053,34,reviewed,guc,us
2015-12-17T04:18:59.300Z,-30.7809,-71.4062,46.58,4.2,mwr,,89,0.224,0.55,us,us100047ul,2016-03-12T02:29:14.040Z,"28km SW of Ovalle, Chile",earthquake,5.2,4.9,0.056,31,reviewed,us,us
2015-12-16T03:49:21.330Z,-24.1556,-67.3962,195.09,4.2,mb,,46,2.072,0.84,us,us20004hhr,2016-03-05T01:42:09.040Z,"109km W of San Antonio de los Cobres, Argentina",earthquake,8.9,8,0.159,11,reviewed,us,us
2015-12-16T00:35:58.940Z,-27.1936,-70.0544,98.73,4.1,mb,,130,0.429,1.1,us,us20004hh1,2016-03-05T01:42:08.040Z,"33km NE of Copiapo, Chile",earthquake,5.7,4.6,0.175,9,reviewed,us,us
2015-12-15T20:37:57.660Z,-30.7846,-71.5554,35.47,4.4,mb,,62,0.129,1.11,us,us20004hed,2016-03-05T01:42:08.040Z,"39km WSW of Ovalle, Chile",earthquake,4,7.2,0.179,11,reviewed,us,us
2015-12-15T08:29:15.000Z,-21.862,-68.636,105.9,4.1,mb,,,,1.36,us,us20004ha9,2016-03-05T01:42:07.040Z,"73km NNE of Calama, Chile",earthquake,8.9,7.1,0.212,6,reviewed,guc,us
2015-12-15T04:51:03.760Z,-29.3623,-71.997,10.31,4.3,mwr,,148,0.862,0.96,us,us20004h9q,2016-03-05T01:42:07.040Z,"91km NW of Coquimbo, Chile",earthquake,2.4,4.5,0.055,32,reviewed,us,us
2015-12-15T04:22:57.240Z,-30.6318,-71.8964,19.78,4,mb,,192,0.229,0.69,us,us20004h9m,2016-03-05T01:42:07.040Z,"66km W of Ovalle, Chile",earthquake,6,5.3,0.212,6,reviewed,us,us
2015-12-14T10:03:54.000Z,-21.286,-68.571,118.7,4.8,mb,,,,1.11,us,us20004h1c,2016-03-05T01:42:06.040Z,"135km NNE of Calama, Chile",earthquake,6.7,3.7,0.096,34,reviewed,guc,us
2015-12-14T09:12:17.240Z,-30.3784,-72.1819,10,4.5,mb,,150,0.556,1.21,us,us20004h0s,2016-03-05T01:42:06.040Z,"93km WSW of Coquimbo, Chile",earthquake,4.3,1.7,0.164,11,reviewed,us,us
2015-12-14T07:57:53.920Z,-21.8508,-67.5211,191.63,4.2,mb,,43,1.494,0.89,us,us20004h0k,2016-03-05T01:42:06.040Z,"138km NNE of San Pedro de Atacama, Chile",earthquake,8,8.5,0.167,10,reviewed,us,us
2015-12-13T17:31:07.690Z,-30.5592,-72.0787,10,4.8,mwr,,173,0.399,1.06,us,us20004gx7,2016-03-05T01:42:05.040Z,"84km W of Ovalle, Chile",earthquake,4.7,1.9,,,reviewed,us,guc
2015-12-13T14:35:42.420Z,-29.6555,-71.9723,10,4.3,mb,,167,0.689,0.98,us,us20004gw9,2016-03-05T01:42:05.040Z,"69km WNW of Coquimbo, Chile",earthquake,5,1.9,0.161,11,reviewed,us,us
2015-12-13T14:25:44.000Z,-30.358,-72.087,13.2,4.1,mb,,,,1,us,us20004gw8,2016-03-05T01:42:05.040Z,"84km WSW of Coquimbo, Chile",earthquake,5.4,2.5,0.371,2,reviewed,guc,us
2015-12-13T12:08:29.000Z,-30.632,-71.606,32.1,4,mb,,,,0.84,us,us20004gvz,2016-03-05T01:42:05.040Z,"39km W of Ovalle, Chile",earthquake,6.8,5.2,0.26,4,reviewed,guc,us
2015-12-13T08:31:15.090Z,-24.1864,-66.8978,172.77,4.6,mb,,39,2.423,0.86,us,us20004gvd,2016-03-05T01:42:05.040Z,"58km W of San Antonio de los Cobres, Argentina",earthquake,7.5,5.4,0.067,67,reviewed,us,us
2015-12-13T01:17:39.890Z,-31.6932,-72.0804,10.42,4.1,mb,,195,1.085,0.83,us,us20004gub,2016-03-05T01:42:04.040Z,"87km W of Illapel, Chile",earthquake,7.7,7,0.261,4,reviewed,us,us
2015-12-12T20:49:36.290Z,-30.6938,-71.6559,33.64,4.2,mb,,189,0.026,0.96,us,us20004gst,2016-03-05T01:42:04.040Z,"44km WSW of Ovalle, Chile",earthquake,6.1,1.6,0.263,4,reviewed,us,us
2015-12-12T15:08:58.220Z,-35.0065,-71.9435,41.27,4.6,mwr,,152,0.011,1.04,us,us20004grc,2016-03-05T01:42:04.040Z,"53km NNW of Talca, Chile",earthquake,6.5,4.9,0.058,29,reviewed,us,us
2015-12-12T10:09:01.570Z,-31.6797,-72.0767,10,4.1,mb,,156,1.071,0.52,us,us20004hk6,2016-03-05T01:42:04.040Z,"86km W of Illapel, Chile",earthquake,5.4,1.8,0.185,8,reviewed,us,us
2015-12-12T04:42:53.560Z,-31.2028,-72.5979,2.92,4.4,mb,,151,0.981,0.82,us,us20004gnv,2016-03-05T01:42:03.040Z,"144km WNW of Illapel, Chile",earthquake,5.8,5.4,0.162,11,reviewed,us,us
2015-12-12T03:48:13.000Z,-25.543,-70.484,57.6,3.9,mb,,,,1.14,us,us20004gnl,2016-03-05T01:42:03.040Z,"15km S of Taltal, Chile",earthquake,8.2,6.8,0.21,6,reviewed,guc,us
2015-12-12T00:45:35.270Z,-19.9435,-71.0442,15.34,4.5,mwr,,144,0.917,0.65,us,us20004gn3,2016-03-05T01:42:03.040Z,"99km WNW of Iquique, Chile",earthquake,3.3,4.5,0.045,48,reviewed,us,us
2015-12-11T23:14:03.190Z,-19.935,-71.0454,32.75,4,mwr,,179,0.921,0.76,us,us20004gmr,2016-03-05T01:42:03.040Z,"99km WNW of Iquique, Chile",earthquake,5.4,8.8,0.047,43,reviewed,us,us
2015-12-11T22:58:13.810Z,-18.359,-71.4065,26.96,3.7,mwr,,217,1.011,0.94,us,us20004gmk,2016-03-05T01:42:03.040Z,"79km S of Ilo, Peru",earthquake,8.5,10.1,0.073,18,reviewed,us,us
2015-12-11T22:07:37.420Z,-19.7988,-69.2959,107.45,4.3,mb,,37,0.341,0.78,us,us20004hcx,2016-03-05T01:42:03.040Z,"100km ENE of Iquique, Chile",earthquake,5.4,9.8,0.153,12,reviewed,us,us
2015-12-11T07:26:48.450Z,-24.1254,-67.1281,185.36,4,mb,,73,2.225,0.77,us,us20004gc5,2016-03-05T01:42:02.040Z,"82km W of San Antonio de los Cobres, Argentina",earthquake,10.4,9.6,0.212,6,reviewed,us,us
2015-12-11T00:18:36.380Z,-30.4187,-72.0991,11.75,4.1,mwr,,190,0.474,0.58,us,us20004gas,2016-03-05T01:42:01.040Z,"88km WNW of Ovalle, Chile",earthquake,5.9,3,0.046,46,reviewed,us,us
2015-12-10T07:50:03.510Z,-20.661,-69.2213,107,4.1,mb,,81,0.454,0.74,us,us20004g30,2016-03-05T01:42:00.040Z,"107km ESE of Iquique, Chile",earthquake,3.6,7.4,0.184,8,reviewed,us,us
2015-12-10T05:00:18.420Z,-23.8374,-66.8321,189.65,4.3,mb,,37,2.267,0.64,us,us20004g2j,2016-03-05T01:42:00.040Z,"67km NW of San Antonio de los Cobres, Argentina",earthquake,7.2,6.8,0.093,33,reviewed,us,us
2015-12-10T02:19:49.690Z,-35.9386,-73.4715,17.79,4,mwr,,152,1.562,0.52,us,us20004g29,2016-03-05T01:41:59.040Z,"88km NNW of Tome, Chile",earthquake,6,4.8,0.062,25,reviewed,us,us
2015-12-10T00:37:38.110Z,-30.9939,-71.3675,48.96,4.4,mb,,138,0.393,0.63,us,us20004g1w,2016-03-05T01:41:59.040Z,"46km SSW of Ovalle, Chile",earthquake,4.7,5.6,0.138,15,reviewed,us,us
2015-12-10T00:17:06.000Z,-35.826,-73.74,20,3.9,mb,,,,0.85,us,us10004f0c,2016-03-05T01:41:59.040Z,"112km NW of Tome, Chile",earthquake,8.4,7,0.297,3,reviewed,guc,us
2015-12-10T00:09:32.810Z,-35.8838,-73.2763,10,5.5,mww,,96,1.402,0.7,us,us20004g1p,2016-11-10T22:04:12.724Z,"86km NNW of Tome, Chile",earthquake,6.3,1.7,,,reviewed,us,us
2015-12-09T09:14:02.660Z,-30.7062,-71.8553,22.36,4.3,mwr,,115,0.192,0.73,us,us20004ft1,2016-03-02T03:36:40.040Z,"63km W of Ovalle, Chile",earthquake,5.6,4,0.046,45,reviewed,us,us
2015-12-09T05:52:54.320Z,-31.2855,-68.8008,120.73,4.4,mb,,50,0.277,1.1,us,us20004fqv,2016-03-02T03:36:40.040Z,"30km NNW of Zonda, Argentina",earthquake,6.6,7.3,0.155,12,reviewed,us,us
2015-12-09T01:11:42.640Z,-30.8546,-71.6297,28.71,4.4,mb,,151,0.18,0.73,us,us20004g1u,2016-03-02T03:36:40.040Z,"49km SW of Ovalle, Chile",earthquake,7.7,3.7,0.241,5,reviewed,us,us
2015-12-08T13:32:48.840Z,-30.7896,-71.9237,27.29,4.2,mwr,,125,0.274,0.62,us,us10004552,2016-03-02T03:36:39.040Z,"72km WSW of Ovalle, Chile",earthquake,6,4.9,0.051,37,reviewed,us,us
2015-12-08T12:56:07.420Z,-30.8096,-71.7519,25,5.6,mww,,48,0.168,0.75,us,us1000454p,2016-11-10T22:04:00.955Z,"57km WSW of Ovalle, Chile",earthquake,2.9,1.7,,,reviewed,us,us
2015-12-07T18:03:10.000Z,-18.738,-70.002,99.6,4.9,mb,,,,1.14,us,us100044sw,2016-03-02T03:36:37.040Z,"43km SE of Arica, Chile",earthquake,5.9,4.1,0.061,85,reviewed,guc,us
2015-12-07T17:41:15.660Z,-30.3182,-72.1696,12.58,4.6,mwr,,88,0.581,1.22,us,us100044sc,2016-03-02T03:36:37.040Z,"89km WSW of Coquimbo, Chile",earthquake,5.3,4,0.046,45,reviewed,us,us
2015-12-07T07:51:11.430Z,-31.3985,-71.2624,49.53,5.5,mwr,,57,0.743,0.91,us,us100044k5,2016-03-02T03:36:36.040Z,"27km NNW of Illapel, Chile",earthquake,5.2,4.2,,,reviewed,us,guc
2015-12-06T17:55:29.460Z,-31.4714,-71.8968,35,4.4,mb,,192,0.826,0.71,us,us100044gq,2016-03-02T03:36:35.040Z,"71km WNW of Illapel, Chile",earthquake,3.8,2,0.31,3,reviewed,us,us
2015-12-06T12:27:55.970Z,-23.149,-67.5554,148.23,4.6,mb,,59,1.359,1.31,us,us100044fc,2016-03-02T03:36:34.040Z,"72km ESE of San Pedro de Atacama, Chile",earthquake,6.6,4.9,0.117,22,reviewed,us,us
2015-12-05T14:55:04.180Z,-30.6856,-71.6306,52.31,4,mb,,159,0.012,0.72,us,us100044ak,2016-03-02T03:36:33.040Z,"42km WSW of Ovalle, Chile",earthquake,8.9,6.3,0.519,1,reviewed,us,us
2015-12-05T10:29:18.780Z,-22.5727,-70.3725,26.51,4.6,mwr,,132,0.315,0.73,us,us100044a4,2016-03-02T03:36:32.040Z,"56km SSW of Tocopilla, Chile",earthquake,4.4,4.4,0.045,48,reviewed,us,us
2015-12-04T17:57:26.980Z,-31.2471,-68.3787,100.81,4.3,mb,,91,0.396,1.05,us,us100043e9,2016-03-02T03:36:31.040Z,"25km NNE of Albardon, Argentina",earthquake,7.6,2.5,0.266,4,reviewed,us,us
2015-12-04T08:44:38.670Z,-30.7788,-71.4814,45.13,4.4,mwr,,65,0.168,0.74,us,us1000439f,2016-03-02T03:36:30.040Z,"33km SW of Ovalle, Chile",earthquake,6.8,5.2,0.055,32,reviewed,us,us
2015-12-04T04:56:17.430Z,-30.5429,-72.1165,14.46,4.2,mwr,,116,0.435,0.53,us,us1000438f,2016-03-02T03:36:30.040Z,"88km W of Ovalle, Chile",earthquake,3.8,3.9,0.043,51,reviewed,us,us
2015-12-03T21:09:45.330Z,-20.7729,-69.2886,109.85,4,ml,,120,0.326,0.43,us,us10004354,2016-03-02T03:36:29.040Z,"108km SE of Iquique, Chile",earthquake,3.6,6.4,,,reviewed,us,guc
2015-12-03T14:55:39.000Z,-22.522,-68.807,87.4,4.2,mb,,,,1.29,us,us1000431k,2016-03-02T03:36:29.040Z,"14km ESE of Calama, Chile",earthquake,7.1,5.6,0.176,9,reviewed,guc,us
2015-12-03T14:48:15.580Z,-30.4703,-72.348,10,4.4,mb,,196,0.647,1.11,us,us1000431j,2016-03-02T03:36:29.040Z,"111km W of Ovalle, Chile",earthquake,2.8,1.9,0.31,3,reviewed,us,us
2015-12-03T13:54:11.590Z,-31.7826,-72.2858,10,4.2,mb,,192,1.237,0.96,us,us1000431c,2016-03-02T03:36:29.040Z,"107km W of Illapel, Chile",earthquake,7.1,1.9,0.305,3,reviewed,us,us
2015-12-03T11:36:10.260Z,-30.8689,-71.9464,40.06,4.2,mb,,195,1.127,0.64,us,us1000430s,2016-03-02T03:36:29.040Z,"77km WSW of Ovalle, Chile",earthquake,9.2,7.4,0.526,1,reviewed,us,us
2015-12-03T08:32:46.130Z,-29.7522,-71.671,34.82,4.5,mwr,,57,0.41,0.47,us,us100042yl,2016-03-02T03:36:29.040Z,"38km NW of Coquimbo, Chile",earthquake,4.9,3.9,0.045,48,reviewed,us,us
2015-12-03T03:56:47.080Z,-30.1932,-72.169,10,4.2,mwr,,93,0.664,0.85,us,us100042wz,2016-03-02T03:36:28.040Z,"83km WSW of Coquimbo, Chile",earthquake,4.7,1.9,0.053,34,reviewed,us,us
2015-12-03T00:25:19.270Z,-31.6172,-71.9843,33.69,4.2,mb,,194,0.986,0.31,us,us100042vz,2016-03-02T03:36:28.040Z,"77km W of Illapel, Chile",earthquake,6.8,9.9,0.306,3,reviewed,us,us
2015-12-02T22:05:32.760Z,-30.4619,-72.1173,6.46,4.2,mwr,,151,0.466,1.11,us,us100042uc,2016-02-25T22:33:06.040Z,"89km W of Ovalle, Chile",earthquake,4.9,4.2,0.058,29,reviewed,us,us
2015-12-02T15:13:49.310Z,-19.6732,-69.2738,100.42,4.3,mb,,41,0.37,0.72,us,us100042r1,2016-02-25T22:33:06.040Z,"109km ENE of Iquique, Chile",earthquake,4.8,2.9,0.16,11,reviewed,us,us
2015-12-02T09:38:27.990Z,-30.3944,-72.1107,10,4.8,mwr,,88,0.496,0.69,us,us100042n3,2016-11-10T22:02:56.777Z,"88km SW of Coquimbo, Chile",earthquake,4.9,1.8,0.046,46,reviewed,us,us
2015-12-01T15:31:33.200Z,-30.4034,-71.7418,23.28,4.1,ml,,189,0.284,0.91,us,us100042g6,2016-02-25T22:33:04.040Z,"56km WNW of Ovalle, Chile",earthquake,6,4.1,,,reviewed,us,guc
2015-12-01T14:29:22.540Z,-30.5917,-71.6989,32.48,4.2,mb,,129,0.098,0.82,us,us100042fu,2016-02-25T22:33:04.040Z,"47km W of Ovalle, Chile",earthquake,5.5,2.7,0.263,4,reviewed,us,us
2015-12-01T12:08:33.530Z,-30.2953,-71.5711,35.44,4.7,mwr,,83,0.381,1.09,us,us100042ev,2016-02-25T22:33:04.040Z,"43km SSW of Coquimbo, Chile",earthquake,5.6,5.6,0.052,36,reviewed,us,us
2015-12-01T10:26:52.980Z,-31.4761,-69.4293,110.63,4.3,mb,,62,0.64,0.76,us,us100042ei,2016-02-25T22:33:03.040Z,"16km S of Calingasta, Argentina",earthquake,6.4,5.3,0.129,17,reviewed,us,us
2015-12-01T07:26:14.130Z,-31.6011,-71.4825,40.19,4.7,mwr,,80,0.933,0.79,us,us100042dx,2016-02-25T22:33:03.040Z,"30km W of Illapel, Chile",earthquake,6.3,5.2,0.052,36,reviewed,us,us
2015-12-01T07:20:36.540Z,-24.2372,-67.0671,163.71,4.5,mb,,75,2.341,0.95,us,us100042dv,2016-02-25T22:33:03.040Z,"76km W of San Antonio de los Cobres, Argentina",earthquake,7.6,6.6,0.096,32,reviewed,us,us
2015-12-01T03:04:03.790Z,-30.4672,-71.6938,30.91,4.1,mwr,,82,0.212,0.83,us,us100042cy,2016-02-25T22:33:03.040Z,"49km WNW of Ovalle, Chile",earthquake,5.9,4.4,0.05,39,reviewed,us,us
2015-12-01T02:58:24.420Z,-19.562,-69.3177,100.01,4.3,mb,,79,0.375,0.75,us,us100042cx,2016-02-25T22:33:03.040Z,"113km NE of Iquique, Chile",earthquake,5.4,5.1,0.217,6,reviewed,us,us
2015-11-30T14:45:24.340Z,-24.3012,-67.1815,179.34,5.3,mwr,,72,2.312,0.48,us,us1000426g,2016-11-10T22:02:47.824Z,"88km W of San Antonio de los Cobres, Argentina",earthquake,6.2,6.7,,,reviewed,us,guc
2015-11-29T23:48:14.000Z,-22.82,-68.489,103.9,4.1,mb,,,,1.23,us,us1000422l,2016-02-25T22:33:01.040Z,"29km WNW of San Pedro de Atacama, Chile",earthquake,5.8,7.8,0.175,9,reviewed,guc,us
2015-11-29T00:47:50.000Z,-30.342,-71.543,17.4,4.3,mb,,,,1.19,us,us10004dve,2016-02-25T22:33:00.040Z,"43km NW of Ovalle, Chile",earthquake,4.1,5.3,0.265,4,reviewed,guc,us
2015-11-28T20:21:32.640Z,-19.9639,-71.0028,11.2,4.2,mwr,,145,0.874,0.68,us,us100041xr,2016-02-25T22:32:59.040Z,"94km WNW of Iquique, Chile",earthquake,3.5,4.6,0.054,33,reviewed,us,us
2015-11-28T19:10:22.240Z,-18.0707,-69.5863,144.13,4.4,mb,,135,0.273,0.73,us,us100042qi,2016-02-25T22:32:59.040Z,"14km N of Putre, Chile",earthquake,7.6,5.8,0.202,7,reviewed,us,us
2015-11-28T07:48:53.770Z,-32.1131,-69.425,110.99,4.5,mb,,67,0.847,0.91,us,us100041v0,2016-02-25T22:32:58.040Z,"86km S of Calingasta, Argentina",earthquake,6.3,2.8,0.163,11,reviewed,us,us
2015-11-28T06:08:34.740Z,-30.6695,-71.8028,22.15,4.5,mb,,143,0.144,0.75,us,us100041um,2016-02-25T22:32:58.040Z,"58km W of Ovalle, Chile",earthquake,6.6,4.9,0.131,24,reviewed,us,us
2015-11-28T05:44:40.060Z,-30.3688,-72.151,10,5.6,mww,,53,0.539,0.84,us,us100041ui,2016-11-10T22:02:31.885Z,"90km WSW of Coquimbo, Chile",earthquake,3.6,1.8,,,reviewed,us,us
2015-11-27T21:45:13.000Z,-24.74,-70.547,38.9,4.7,mwr,,,,1.46,us,us100041th,2016-02-25T22:32:57.040Z,"73km N of Taltal, Chile",earthquake,6.6,4.9,0.04,59,reviewed,guc,us
2015-11-27T21:00:22.920Z,-24.828,-70.6009,34,6.2,mww,,44,0.269,1.2,us,us100041t7,2016-11-10T22:02:26.458Z,"64km N of Taltal, Chile",earthquake,5.6,1.7,,,reviewed,us,us
2015-11-27T19:51:29.810Z,-29.6421,-72.9361,10,4.6,mb,,97,1.501,1.39,us,us100041t1,2016-02-25T22:32:57.040Z,"157km WNW of Coquimbo, Chile",earthquake,5.7,1.9,0.192,11,reviewed,us,us
2015-11-27T08:31:29.150Z,-30.8156,-72.7218,10,4.2,mb,,151,0.946,0.81,us,us100041ns,2016-02-25T22:32:56.040Z,"147km W of Ovalle, Chile",earthquake,5.3,1.9,0.304,3,reviewed,us,us
2015-11-26T16:07:33.320Z,-38.8288,-73.4769,23.01,4.5,mb,,137,1.189,1.12,us,us1000427j,2016-02-25T22:32:55.040Z,"30km WSW of Carahue, Chile",earthquake,5.9,5.7,0.156,12,reviewed,us,us
2015-11-26T05:08:28.540Z,-30.7087,-71.8849,25.13,4,mwr,,88,0.218,0.74,us,us100041et,2016-02-25T22:32:54.040Z,"66km W of Ovalle, Chile",earthquake,4.5,3,0.066,22,reviewed,us,us
2015-11-26T00:24:51.720Z,-43.1568,-74.4464,16.09,4.3,mb,,219,0.574,0.88,us,us1000426v,2016-02-25T22:32:54.040Z,"67km W of Puerto Quellon, Chile",earthquake,3.1,5,0.178,9,reviewed,us,us
2015-11-25T20:57:58.930Z,-29.4391,-72.1716,10,4.6,mb,,98,0.942,1.26,us,us100041c0,2016-02-18T04:48:56.040Z,"98km NW of Coquimbo, Chile",earthquake,4.2,1.8,0.165,11,reviewed,us,us
2015-11-25T19:55:54.090Z,-29.333,-72.1205,10,4.3,mb,,143,0.964,0.67,us,us100041b9,2016-02-18T04:48:56.040Z,"101km NW of Coquimbo, Chile",earthquake,4.2,1.8,0.375,2,reviewed,us,us
2015-11-25T16:22:00.080Z,-36.5427,-71.2096,134.61,4.1,mb,,134,0.796,0.78,us,us1000419h,2016-02-18T04:48:55.040Z,"56km E of Coihueco, Chile",earthquake,10.2,9.7,0.303,3,reviewed,us,us
2015-11-25T15:37:23.200Z,-32.9456,-69.0229,29.65,3.6,md,,206,1.298,0.9,us,us100041ct,2016-02-18T04:48:55.040Z,"19km WSW of Mendoza, Argentina",earthquake,8.3,19.4,,,reviewed,us,sja
2015-11-25T15:04:43.740Z,-24.2374,-67.0522,164.5,3.9,mb,,41,2.351,1.16,us,us10004197,2016-02-18T04:48:55.040Z,"74km W of San Antonio de los Cobres, Argentina",earthquake,7.4,6.9,0.182,8,reviewed,us,us
2015-11-25T04:04:10.640Z,-19.9528,-69.1295,99.98,4.3,mb,,80,0.188,0.45,us,us100041sa,2016-02-18T04:48:54.040Z,"110km ENE of Iquique, Chile",earthquake,5.7,5.3,0.161,11,reviewed,us,us
2015-11-24T23:42:07.020Z,-31.7262,-71.9113,15.42,4.7,mb,,119,1.075,0.66,us,us1000410u,2016-02-18T04:48:54.040Z,"71km W of Illapel, Chile",earthquake,6.6,5.4,0.318,3,reviewed,us,us
2015-11-24T21:19:56.120Z,-31.8698,-72.1952,10,4.6,mb,,121,1.242,1.17,us,us100040vb,2016-02-18T04:48:53.040Z,"101km WSW of Illapel, Chile",earthquake,5.3,1.5,0.117,22,reviewed,us,us
2015-11-24T21:14:30.000Z,-23.146,-67.223,230,4,mb,,,,1.15,us,us100040vd,2016-02-18T04:48:53.040Z,"104km ESE of San Pedro de Atacama, Chile",earthquake,9,8.2,0.259,4,reviewed,guc,us
2015-11-24T15:58:27.990Z,-34.168,-72.332,16.52,4.2,mb,,194,0.784,0.65,us,us100040t5,2016-02-18T04:48:52.040Z,"91km SW of San Antonio, Chile",earthquake,4.5,9.7,0.372,3,reviewed,us,us
2015-11-24T11:21:03.130Z,-31.8636,-72.2236,11.06,4.2,mwr,,150,1.257,0.55,us,us100040pr,2016-02-18T04:48:52.040Z,"103km WSW of Illapel, Chile",earthquake,6,4.7,0.047,43,reviewed,us,us
2015-11-24T09:14:15.800Z,-31.8014,-72.1266,10.13,5,mww,,132,1.2,1.39,us,us100040mw,2016-11-10T22:01:56.274Z,"93km WSW of Illapel, Chile",earthquake,6.3,3.5,,,reviewed,us,us
2015-11-24T04:46:58.770Z,-31.8578,-72.1858,3.45,4.2,mb,,145,1.25,0.45,us,us100040mh,2016-02-18T04:48:52.040Z,"99km WSW of Illapel, Chile",earthquake,5.2,4.9,0.215,6,reviewed,us,us
2015-11-23T21:04:11.750Z,-38.4403,-75.3159,18.57,4.1,mb,,220,2.601,0.46,us,us100041cz,2016-02-18T04:48:51.040Z,"172km WSW of Lebu, Chile",earthquake,4.9,7.5,0.37,2,reviewed,us,us
2015-11-23T05:16:24.090Z,-23.8979,-67.7123,116.66,4.8,mwr,,35,1.688,1.17,us,us100040g0,2016-02-18T04:48:50.040Z,"120km SSE of San Pedro de Atacama, Chile",earthquake,7,5.3,,,reviewed,us,guc
2015-11-23T04:37:48.020Z,-31.5274,-71.9238,24.05,4,mwr,,82,0.886,0.7,us,us100040fv,2016-02-18T04:48:50.040Z,"72km W of Illapel, Chile",earthquake,1.9,4.7,0.047,44,reviewed,us,us
2015-11-22T22:16:52.750Z,-23.642,-68.9069,91.53,4.9,mwr,,40,0.674,0.94,us,us100040e5,2016-11-10T22:01:46.553Z,"106km SW of San Pedro de Atacama, Chile",earthquake,5.8,3.4,0.06,27,reviewed,us,us
2015-11-22T20:05:36.930Z,-24.1913,-66.9729,173.96,4.6,mb,,40,2.374,1.18,us,us100040dg,2016-02-18T04:48:49.040Z,"66km W of San Antonio de los Cobres, Argentina",earthquake,8.2,6.6,0.1,30,reviewed,us,us
2015-11-22T19:54:55.930Z,-18.0487,-69.3519,126.18,4.4,mb,,130,0.321,0.9,us,us100040de,2016-02-18T04:48:49.040Z,"27km NE of Putre, Chile",earthquake,11.3,11.3,0.162,11,reviewed,us,us
2015-11-22T12:49:02.310Z,-30.726,-71.4439,53.73,4.3,mb,,103,0.172,1.01,us,us100040bh,2016-02-18T04:48:49.040Z,"27km WSW of Ovalle, Chile",earthquake,4,6.4,0.178,9,reviewed,us,us
2015-11-22T07:59:50.010Z,-31.1315,-72.7697,10,4.6,mb,,88,1.076,0.94,us,us100040ag,2016-02-18T04:48:48.040Z,"161km WSW of Ovalle, Chile",earthquake,3.8,1.8,0.136,21,reviewed,us,us
2015-11-22T05:57:37.430Z,-30.3684,-71.9595,10,4.7,mb,,91,0.413,0.99,us,us1000409y,2016-02-18T04:48:48.040Z,"75km SW of Coquimbo, Chile",earthquake,4.7,1.8,0.126,19,reviewed,us,us
2015-11-22T03:01:26.900Z,-30.5744,-71.9313,22.88,4.4,mb,,129,0.274,1.04,us,us10004099,2016-02-18T04:48:48.040Z,"70km W of Ovalle, Chile",earthquake,6.9,11.7,0.538,1,reviewed,us,us
2015-11-21T23:05:30.650Z,-30.5754,-71.7676,27,5.8,mww,,43,0.15,0.91,us,us10004077,2016-11-10T22:01:36.542Z,"54km W of Ovalle, Chile",earthquake,5.6,1.7,,,reviewed,us,us
2015-11-21T22:16:58.540Z,-30.5832,-71.7921,27.06,4.4,mb,,105,0.162,0.84,us,us1000418f,2016-02-18T04:48:48.040Z,"56km W of Ovalle, Chile",earthquake,5.7,2.5,0.134,16,reviewed,us,us
2015-11-21T22:12:35.960Z,-30.5535,-71.8274,22.97,4.1,mwr,,114,0.204,0.84,us,us1000406r,2016-02-18T04:48:48.040Z,"60km W of Ovalle, Chile",earthquake,5.5,3.7,0.057,30,reviewed,us,us
2015-11-21T19:37:58.380Z,-31.549,-71.7297,30.09,4.3,mwr,,138,0.876,0.9,us,us10004057,2016-02-18T04:48:48.040Z,"54km W of Illapel, Chile",earthquake,4.6,3.8,0.063,24,reviewed,us,us
2015-11-21T19:22:22.430Z,-30.3293,-71.6214,29.57,3.8,mb,,133,0.343,1.2,us,us20004gun,2016-02-18T04:48:47.040Z,"49km SSW of Coquimbo, Chile",earthquake,4.2,7.7,0.358,2,reviewed,us,us
2015-11-21T16:11:34.000Z,-34.953,-71.629,46.9,4.3,mb,,,,0.71,us,us1000404c,2016-02-18T04:48:47.040Z,"36km W of Curico, Chile",earthquake,5.8,3.1,0.267,4,reviewed,guc,us
2015-11-21T00:12:34.630Z,-32.9626,-70.1837,107.28,4.4,mb,,40,0.367,0.76,us,us100040al,2016-02-18T04:48:46.040Z,"41km ESE of Los Andes, Chile",earthquake,3.7,4.5,0.13,17,reviewed,us,us
2015-11-20T17:05:41.910Z,-24.2325,-66.8573,184.48,4.6,mb,,40,2.481,0.93,us,us10003zvf,2016-02-18T04:48:46.040Z,"54km W of San Antonio de los Cobres, Argentina",earthquake,7.4,6.4,0.058,89,reviewed,us,us
2015-11-19T23:38:25.630Z,-36.1702,-71.1009,117.85,4,mb,,129,0.48,0.64,us,us10003zpm,2016-02-18T04:48:44.040Z,"57km SE of Linares, Chile",earthquake,7,8.6,0.144,13,reviewed,us,us
2015-11-19T22:52:41.950Z,-29.6939,-72.3326,10,3.9,mwr,,112,0.977,1.29,us,us10003znd,2016-02-18T04:48:44.040Z,"99km WNW of Coquimbo, Chile",earthquake,4.2,1.4,0.061,26,reviewed,us,us
